#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
18.10,60.00,0,100.0,,,2023-06-17 01:52:24,20.31,68.57,-4390.81,
18.10,60.00,0,100.0,,,2023-06-17 01:52:24,20.31,68.57,-4390.81,
18.20,60.00,0,100.0,,,2023-06-17 01:52:24,20.46,68.83,-4390.73,
18.40,59.00,0,100.0,,,2023-06-17 01:52:24,20.87,69.56,-4390.01,
18.50,59.00,0,100.0,,,2023-06-17 01:52:24,20.93,69.67,-4390.44,
18.70,57.00,0,100.0,,,2023-06-17 01:52:24,21.20,70.16,-4386.71,
19.00,56.00,0,100.0,,,2023-06-17 01:52:24,21.64,70.95,-4385.94,
19.30,54.00,0,100.0,,,2023-06-17 01:52:24,21.88,71.39,-4385.54,
19.40,53.00,0,100.0,-45.904685,170.500991,2023-06-17 01:52:47,22.11,71.80,-4381.60,
19.60,52.00,0,100.0,-45.904685,170.500991,2023-06-17 01:52:47,22.23,72.02,-4381.16,
19.70,51.00,0,100.0,-45.904685,170.500991,2023-06-17 01:52:47,22.30,72.13,-4381.04,
20.40,51.00,0,100.0,-45.904373,170.501739,2023-06-17 01:52:59,22.85,73.12,-4381.48,
20.60,50.00,0,100.0,-45.904373,170.501739,2023-06-17 01:52:59,22.90,73.22,-4380.30,
21.20,47.00,0,100.0,-45.904373,170.501739,2023-06-17 01:52:59,23.70,74.65,-4377.18,
21.70,46.00,7,1.5,-45.903823,170.501327,2023-06-17 01:53:15,24.22,75.59,-4377.46,
22.20,46.00,7,1.5,-45.903823,170.501327,2023-06-17 01:53:15,24.67,76.40,-4375.39,
22.40,45.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,24.73,76.51,-4374.79,
22.60,44.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,24.89,76.80,-4374.16,
23.50,40.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,25.59,78.07,-4367.83,
23.70,40.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,25.65,78.16,-4368.63,
23.80,40.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,25.78,78.40,-4365.56,
24.30,39.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,25.78,78.41,-4366.58,
24.70,36.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,25.90,78.61,-4367.32,
24.90,36.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,25.98,78.76,-4364.54,
25.00,36.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,25.98,78.77,-4367.62,
25.20,36.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,26.04,78.86,-4364.26,
25.50,36.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,25.96,78.72,-4368.76,
25.70,34.00,7,1.5,-45.903865,170.501327,2023-06-17 01:53:22,25.92,78.66,-4367.76,
25.70,33.00,7,1.5,-45.901966,170.505493,2023-06-17 01:54:12,25.75,78.36,-4370.37,
25.80,32.00,7,1.5,-45.901966,170.505493,2023-06-17 01:54:12,25.58,78.04,-4370.80,
25.80,32.00,7,1.5,-45.901851,170.505523,2023-06-17 01:54:18,25.59,78.06,-4369.76,
25.90,32.00,7,1.5,-45.901851,170.505523,2023-06-17 01:54:18,25.50,77.89,-4370.89,
25.80,30.00,7,1.5,-45.901851,170.505523,2023-06-17 01:54:18,25.32,77.57,-4369.59,
25.70,30.00,7,1.5,-45.901851,170.505523,2023-06-17 01:54:18,25.22,77.40,-4370.71,
25.50,31.00,7,1.5,-45.899791,170.503738,2023-06-17 01:54:44,25.17,77.30,-4371.64,
25.50,31.00,8,1.1,-45.899791,170.503738,2023-06-17 01:54:44,25.15,77.27,-4371.64,
25.50,31.00,8,1.1,-45.899791,170.503738,2023-06-17 01:54:44,25.15,77.27,-4371.64,
25.40,32.00,8,1.1,-45.899707,170.503662,2023-06-17 01:54:46,25.08,77.15,-4373.96,
25.40,32.00,8,1.1,-45.899684,170.503646,2023-06-17 01:54:47,25.06,77.10,-4374.08,
25.20,30.00,8,1.1,-45.899684,170.503646,2023-06-17 01:54:47,24.83,76.70,-4375.32,
24.90,31.00,8,1.1,-45.899684,170.503646,2023-06-17 01:54:47,24.70,76.46,-4376.46,
24.60,31.00,8,1.1,-45.899684,170.503646,2023-06-17 01:54:47,24.47,76.04,-4372.82,
24.20,31.00,8,1.1,-45.898597,170.502746,2023-06-17 01:55:17,24.18,75.52,-4370.50,
23.90,32.00,8,1.1,-45.898033,170.502258,2023-06-17 01:55:23,24.10,75.39,-4374.50,
23.80,32.00,8,1.1,-45.897514,170.501815,2023-06-17 01:55:29,23.91,75.04,-4374.91,
23.70,32.00,8,1.1,-45.897441,170.501739,2023-06-17 01:55:30,23.86,74.95,-4374.31,
23.60,31.00,8,1.1,-45.897441,170.501739,2023-06-17 01:55:30,23.74,74.74,-4379.68,
23.50,31.00,8,1.1,-45.897441,170.501739,2023-06-17 01:55:30,23.67,74.61,-4381.00,
23.00,33.00,8,1.1,-45.897090,170.501388,2023-06-17 01:55:49,23.46,74.24,-4379.42,
22.90,33.00,8,1.1,-45.897090,170.501388,2023-06-17 01:55:49,23.44,74.19,-4379.39,
22.90,32.00,8,1.1,-45.896923,170.501251,2023-06-17 01:55:53,23.42,74.15,-4380.94,
22.70,32.00,8,1.1,-45.896820,170.501159,2070-01-00 01:55:56,23.38,74.08,-4378.75,
22.70,33.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,23.35,74.03,-4381.87,
22.60,33.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,23.34,74.00,-4381.73,
22.20,34.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,23.08,73.54,-4383.53,
22.00,34.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,22.92,73.25,-4384.03,
21.70,34.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,22.87,73.17,-4384.03,
21.60,34.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,22.87,73.17,-4384.39,
21.60,34.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,22.85,73.12,-4385.13,
21.60,34.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,22.88,73.18,-4384.96,
21.50,34.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,22.88,73.18,-4383.52,
21.50,35.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,22.84,73.12,-4379.23,
21.50,34.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,22.81,73.06,-4379.81,
21.50,34.00,8,1.1,-45.896682,170.501037,2070-01-00 01:55:59,22.81,73.06,-4379.13,
21.40,34.00,8,1.1,-45.895309,170.500000,2023-06-17 01:57:08,22.83,73.09,-4379.36,
21.40,34.00,9,1.0,-45.895244,170.499938,2023-06-17 01:57:09,22.84,73.11,-4379.88,
21.30,34.00,9,1.0,-45.894996,170.499740,2023-06-17 01:57:13,22.84,73.12,-4383.21,
21.40,35.00,9,1.0,-45.894996,170.499740,2023-06-17 01:57:13,22.90,73.22,-4381.13,
21.30,36.00,9,1.0,-45.894996,170.499740,2023-06-17 01:57:13,22.95,73.30,-4381.70,
21.30,36.00,9,1.0,-45.894996,170.499740,2023-06-17 01:57:13,22.96,73.34,-4381.71,
21.30,36.00,9,1.0,-45.894466,170.499267,2023-06-17 01:57:24,22.96,73.34,-4381.75,
21.30,36.00,9,1.0,-45.894466,170.499267,2023-06-17 01:57:24,22.97,73.35,-4381.75,
21.30,36.00,9,1.0,-45.894466,170.499267,2023-06-17 01:57:24,22.97,73.35,-4381.75,
21.30,36.00,9,1.0,-45.894466,170.499267,2023-06-17 01:57:24,22.91,73.24,-4382.76,
21.30,36.00,9,1.0,-45.894466,170.499267,2023-06-17 01:57:24,22.87,73.17,-4382.89,
21.30,36.00,9,1.0,-45.894218,170.499038,2023-06-17 01:57:39,22.87,73.17,-4384.26,
21.30,36.00,9,1.0,-45.894084,170.498947,2023-06-17 01:57:42,22.90,73.22,-4382.78,
21.30,36.00,9,1.0,-45.894023,170.498886,2023-06-17 01:57:43,22.92,73.26,-4380.75,
21.30,38.00,9,1.0,-45.893554,170.498458,2023-06-17 01:57:54,22.97,73.34,-4382.02,
21.30,37.00,9,1.0,-45.893554,170.498458,2023-06-17 01:57:54,22.89,73.20,-4381.98,
21.30,37.00,9,1.0,-45.893547,170.498428,2023-06-17 01:57:59,22.87,73.17,-4382.25,
21.20,36.00,9,1.0,-45.893547,170.498428,2023-06-17 01:57:59,22.88,73.19,-4382.48,
21.20,37.00,9,1.0,-45.893482,170.498397,2023-06-17 01:58:12,22.87,73.16,-4382.95,
21.20,36.00,9,1.0,-45.893482,170.498413,2023-06-17 01:58:16,22.86,73.16,-4383.10,
21.20,36.00,9,1.0,-45.893482,170.498413,2023-06-17 01:58:16,22.86,73.16,-4383.10,
21.20,36.00,9,1.0,-45.893482,170.498413,2023-06-17 01:58:16,22.86,73.16,-4383.10,
21.20,36.00,9,1.0,-45.893482,170.498413,2023-06-17 01:58:16,22.87,73.16,-4382.77,
21.20,36.00,9,1.0,-45.893482,170.498413,2023-06-17 01:58:16,22.77,72.99,-4381.77,
21.20,36.00,9,1.0,-45.893482,170.498413,2023-06-17 01:58:16,22.72,72.89,-4381.71,
21.00,35.00,9,1.0,-45.893993,170.496688,2023-06-17 01:58:40,22.24,72.03,-4381.16,
20.70,36.00,9,1.0,-45.893993,170.496688,2023-06-17 01:58:40,21.88,71.39,-4384.17,
20.60,36.00,9,1.0,-45.893993,170.496688,2023-06-17 01:58:40,21.88,71.38,-4386.13,
20.50,38.00,9,1.0,-45.893993,170.496688,2023-06-17 01:58:40,21.91,71.43,-4386.34,
20.50,38.00,9,1.0,-45.895973,170.491607,2023-06-17 01:59:25,21.91,71.44,-4386.97,
20.50,39.00,9,1.0,-45.895984,170.491577,2023-06-17 01:59:29,21.89,71.40,-4384.93,
20.50,39.00,9,1.0,-45.895984,170.491577,2023-06-17 01:59:29,21.88,71.38,-4384.52,
20.50,39.00,9,1.0,-45.895984,170.491577,2023-06-17 01:59:29,21.88,71.38,-4384.40,
20.50,39.00,9,1.0,-45.895984,170.491577,2023-06-17 01:59:29,21.88,71.39,-4382.65,
20.50,38.00,9,1.0,-45.896427,170.490524,2023-06-17 01:59:39,21.89,71.40,-4382.27,
20.50,39.00,9,1.0,-45.896427,170.490524,2023-06-17 01:59:39,22.22,71.99,-4382.82,
20.60,39.00,9,1.0,-45.896427,170.490524,2023-06-17 01:59:39,22.33,72.19,-4381.45,
20.60,39.00,9,1.0,-45.896427,170.490524,2023-06-17 01:59:39,22.36,72.25,-4381.60,
